,transID,payCardID,payCardBank,payCardName,payCardSex,payCardBirthDate,age,ageCategory,corridorID,corridorName,serviceType,direction,distance_km,seqDiff,tripDuration,dayOfWeek,peakHour,tapInStopsName,tapInStopsLat,tapInStopsLon,stopStartSeq,tapInTime,tapOutStopsName,tapOutStopsLat,tapOutStopsLon,stopEndSeq,tapOutTime,payAmount
24528,ZEFK687D0Q66NV,3501484774533651,dki,dr. Yessi Saragih,Female,1983,40,Adult,11P,Rusun Pondok Bambu - Walikota Jakarta Timur,BRT,0.0,1.19,5,1.039,Wednesday,True,Jln. Serdang,-6.228906,106.91459,6,2023-04-19 17:41:59,Kasi Dikdas 1,-6.222363,106.92318,11,2023-04-19 18:44:21,3500.0
24538,KHYP680U1R70HG,4455586187126891,dki,drg. Putri Handayani,Female,2004,19,Young Adult,5,Matraman Baru - Ancol,BRT,1.0,0.74,1,0.844,Wednesday,True,Senen Sentral,-6.178287,106.84197,6,2023-04-19 17:53:55,Pal Putih,-6.184631,106.84402,7,2023-04-19 18:44:34,3500.0
24539,LIGO892B3E49UN,374911260215393,emoney,Yuni Simanjuntak,Male,2005,18,Young Adult,1,Blok M - Kota,BRT,1.0,10.53,17,1.729,Wednesday,True,Olimo,-6.1493,106.81669,4,2023-04-19 19:47:56,Blok M,-6.243312,106.80175,21,2023-04-19 21:31:40,3500.0
24540,DUFZ781I9G94GM,349509551679244,emoney,Nilam Irawan,Female,1981,42,Adult,11P,Rusun Pondok Bambu - Walikota Jakarta Timur,BRT,0.0,1.4,9,0.878,Wednesday,True,Jln. H. Aman,-6.226789,106.92316,9,2023-04-19 19:30:55,Perumnas Klender 2,-6.216652,106.9308,18,2023-04-19 20:23:35,3500.0
24541,IWJT236F6Z55UI,3533408904312159,dki,"R. Clara Yolanda, S.Pd",Male,1966,57,Adult,7,Kampung Rambutan - Bidara Cina,BRT,1.0,0.0,3,0.852,Wednesday,True,Bidara Cina,-6.229724,106.86721,0,2023-04-19 19:26:47,Bidara Cina,-6.229724,106.86721,3,2023-04-19 20:17:55,3500.0
24544,WHQA627P2R16UD,377491408293302,emoney,Dt. Harsana Jailani,Female,1983,40,Adult,3C,Rusun Kapuk Muara - Penjaringan,BRT,1.0,3.38,1,1.214,Wednesday,True,Penjaringan,-6.126306,106.79203,0,2023-04-19 19:29:26,Rusun Kapuk Muara,-6.135667,106.76299,1,2023-04-19 20:42:15,3500.0
24546,IJMA195Y4I24FP,3570915405874358,dki,H. Langgeng Nuraini,Male,1966,57,Adult,6A,Ragunan - MH Thamrin via Kuningan,BRT,1.0,1.54,2,1.829,Wednesday,True,Pejaten,-6.278404,106.82972,14,2023-04-19 19:39:43,SMK 57,-6.290967,106.82365,16,2023-04-19 21:29:26,3500.0
24548,KEOL175Y2G13IL,343089855267893,emoney,Yuliana Thamrin,Female,2001,22,Young Adult,S21,Ciputat - CSW,BRT,0.0,2.15,6,0.974,Wednesday,True,Pusdiklat Kemenag 1,-6.312075,106.75228,3,2023-04-19 18:45:47,Komplek Mandiri Giant Express 1,-6.297385,106.76499,9,2023-04-19 19:44:14,3500.0
24551,GNXH501J8P55KO,4460340818222811297,brizzi,Zulaikha Mardhiyah,Male,1995,28,Adult,10K,Tanjung Priok - Senen via Taman BMW,BRT,0.0,0.38,3,1.974,Wednesday,False,RSPAD 1,-6.176162,106.83987,35,2023-04-19 21:36:47,Term. Senen,-6.17356,106.84213,38,2023-04-19 23:35:12,3500.0
24552,MYMN166H5W20FD,213145603194040,emoney,Caket Mandala,Male,1986,37,Adult,9C,Pinang Ranti - Bundaran Senayan,BRT,1.0,8.4,10,1.269,Wednesday,True,Tegal Parang Arah Timur,-6.239005,106.83106,5,2023-04-19 20:57:02,Pinang Ranti,-6.291075,106.88634,15,2023-04-19 22:13:11,3500.0
24555,GWWI084G5O96AJ,36006226446453,bni,Tgk. Galang Firmansyah,Female,1985,38,Adult,9A,PGC 2 - Grogol 2,BRT,0.0,2.76,4,1.915,Wednesday,True,Tebet Eco Park II Arah Barat,-6.243338,106.85212,7,2023-04-19 17:28:33,Kuningan Barat,-6.23725,106.82794,11,2023-04-19 19:23:28,3500.0
24558,YHDS443T2L60NT,4799775332826768700,brizzi,Lasmanto Marpaung,Male,1982,41,Adult,L13E,Puri Beta - Kuningan (Express),BRT,1.0,12.12,6,1.304,Wednesday,True,Departemen Kesehatan,-6.228794,106.833205,5,2023-04-19 17:26:02,Puri Beta 2,-6.230532,106.72371,11,2023-04-19 18:44:15,3500.0
24559,SSMT008F6B92PR,36768379265457,bni,"Limar Puspasari, S.Kom",Female,1990,33,Adult,S21,Ciputat - CSW,BRT,1.0,8.66,16,1.438,Wednesday,True,Margaguna 2,-6.26343,106.78772,12,2023-04-19 17:28:25,Pool PPD Ciputat,-6.331231,106.74851,28,2023-04-19 18:54:42,3500.0
24560,HAFP175I8L28HB,6507536585974874,dki,Calista Lazuardi,Female,1989,34,Adult,2,Pulo Gadung - Monas,BRT,0.0,1.99,3,1.627,Wednesday,True,Rawa Selatan,-6.173925,106.85809,9,2023-04-19 17:24:57,Atrium,-6.176251,106.84023,12,2023-04-19 19:02:33,3500.0
24563,UTQW322I3L32UT,2224519731151218,dki,Puput Mardhiyah,Male,1997,26,Adult,JIS3,Harmoni - Jakarta International Stadium,BRT,1.0,4.97,6,1.781,Wednesday,True,Juanda,-6.168048,106.83089,7,2023-04-19 18:53:58,Jembatan Item,-6.130078,106.85492,13,2023-04-19 20:40:51,3500.0
24564,HEUO582V3D79BE,4165770694718959,dki,Himawan Putra,Male,1957,66,Senior Adult,6V,Ragunan - Gelora Bung Karno,BRT,1.0,1.26,1,1.989,Wednesday,False,Departemen Pertanian,-6.294641,106.82213,15,2023-04-19 21:47:44,Ragunan,-6.305769,106.81949,16,2023-04-19 23:47:04,3500.0
24565,ARMW474B9I56ZG,4400887914495,online,Darmanto Saragih,Female,1968,55,Adult,D21,Universitas Indonesia - Lebak Bulus,BRT,0.0,0.78,2,1.215,Wednesday,True,St. Universitas Pancasila,-6.339371,106.83396,2,2023-04-19 19:31:59,Jagakarsa St. Lenteng Agung,-6.332399,106.83506,4,2023-04-19 20:44:53,3500.0
24566,NUVV179R0B72UC,6011114900479836,dki,dr. Bala Kusmawati,Male,1977,46,Adult,S22,Ciputat - Kampung Rambutan,BRT,0.0,6.02,13,1.699,Wednesday,False,Pool PPD Ciputat,-6.331231,106.74851,0,2023-04-19 21:47:57,Pondok Pinang,-6.28217,106.77204,13,2023-04-19 23:29:53,3500.0
24568,RAHX641Q5Q28ES,3569565201587911,dki,dr. Paris Rahayu,Male,1968,55,Adult,10A,Rusun Marunda - Tanjung Priok,BRT,1.0,8.98,7,0.841,Wednesday,True,Tanjung Priok,-6.10959,106.88214,0,2023-04-19 17:20:42,Rusun Marunda,-6.097099,106.96231,7,2023-04-19 18:11:10,3500.0
24575,EDSB540S6X65RV,4863916116749,online,Drs. Padma Rajasa,Female,2001,22,Young Adult,12C,Rusun Waduk Pluit - Penjaringan,BRT,1.0,0.95,4,1.152,Wednesday,True,RS Pluit,-6.125386,106.79987,0,2023-04-19 19:55:53,Sbr. Gg. Marlina,-6.117521,106.80326,4,2023-04-19 21:05:02,3500.0
24576,MQHY316Q2O12AK,3554107048543687,dki,Mutia Halimah,Male,1976,47,Adult,13D,Puri Beta - Ragunan,BRT,1.0,5.9,10,1.148,Wednesday,False,Pejaten,-6.278404,106.82972,4,2023-04-19 21:42:20,Mayestik,-6.241921,106.79077,14,2023-04-19 22:51:14,3500.0
24579,SCGH540L1A10YE,2720067582504076,dki,Nova Nugroho,Male,1999,24,Young Adult,3F,Kalideres - Gelora Bung Karno,BRT,0.0,10.17,10,1.92,Wednesday,True,Senayan JCC Arah Barat,-6.213906,106.80841,1,2023-04-19 20:23:25,Dispenda Samsat Barat,-6.154634,106.7381,11,2023-04-19 22:18:36,3500.0
24585,LAMK638Y7C52OP,4412277273662567,dki,Ajiono Natsir,Male,1993,30,Adult,D11,Depok - BKN,BRT,1.0,0.43,1,1.64,Wednesday,True,Balaikota Depok 2,-6.394973,106.82277,11,2023-04-19 18:50:52,Term. Depok Baru,-6.391068,106.82251,12,2023-04-19 20:29:16,3500.0
24587,QYPK221C5T40UZ,180008292897068,emoney,Garan Pertiwi,Female,1986,37,Adult,M13,Puri Beta 2 - Tendean,BRT,0.0,10.28,11,1.606,Wednesday,True,Puri Beta 2,-6.230532,106.72371,0,2023-04-19 20:08:21,Rawa Barat,-6.238947,106.81624,11,2023-04-19 21:44:41,3500.0
24590,SLAO230L2K62NR,4366771817472539,dki,Sadina Kurniawan,Female,1991,32,Adult,13B,Puri Beta - Pancoran Barat,BRT,1.0,4.46,4,1.012,Wednesday,True,Tendean,-6.240213,106.83102,2,2023-04-19 17:04:12,Mayestik,-6.241921,106.79077,6,2023-04-19 18:04:54,3500.0
24594,BNTK208Y3E04JQ,213174928876354,emoney,Rini Hutasoit,Male,1987,36,Adult,12,Tanjung Priok - Pluit,BRT,1.0,7.99,12,0.946,Wednesday,True,Landmark Pluit Auto Plaza,-6.125258,106.79971,1,2023-04-19 17:57:06,Sunter Karya,-6.137625,106.87081,13,2023-04-19 18:53:53,3500.0
24595,ZJYU870T0U76KW,6011275975124621,dki,Drs. Puspa Nashiruddin,Female,1982,41,Adult,M7B,BKN - Blok M,BRT,1.0,5.53,24,1.076,Wednesday,True,SD 01 Taman Mpu Sendok,-6.231785,106.81025,4,2023-04-19 20:26:55,St. Duren Kalibata 1,-6.255579,106.85422,28,2023-04-19 21:31:28,3500.0
24597,WJCZ873K5A02BU,343007419401295,emoney,Digdaya Tarihoran,Male,1978,45,Adult,13,Ciledug - Tendean,BRT,0.0,1.17,2,1.35,Wednesday,True,Swadarma,-6.23755,106.76065,4,2023-04-19 18:08:29,Seskoal,-6.238064,106.77121,6,2023-04-19 19:29:28,3500.0
24598,VJXC598N7M40WL,2276099634138221,dki,Ir. Farhunnisa Aryani,Female,1994,29,Adult,T11,Poris Plawad - Bundaran Senayan,BRT,0.0,1.68,1,1.438,Wednesday,True,Slipi Petamburan Arah Utara,-6.20203,106.79989,21,2023-04-19 18:41:58,Senayan JCC Arah Timur,-6.214145,106.809,22,2023-04-19 20:08:14,3500.0
24600,BNRT203S5M00PE,343240320417734,emoney,Sutan Gambira Maulana,Female,2011,12,Children,13B,Puri Beta - Pancoran Barat,BRT,1.0,3.5,2,1.988,Wednesday,True,JORR,-6.236104,106.75488,12,2023-04-19 18:51:44,Puri Beta 2,-6.230532,106.72371,14,2023-04-19 20:51:01,3500.0
24601,BJGW992W7C40RN,2268827633129357,dki,"Ir. Harjo Anggraini, S.Pt",Female,1984,39,Adult,2E,Rusun Rawa Bebek - Kodamar,BRT,1.0,3.73,15,0.985,Wednesday,True,Pool Taksi,-6.188631,106.93426,10,2023-04-19 19:10:09,Raya Pulo Gebang Akses St. Cakung,-6.216671,106.95301,25,2023-04-19 20:09:16,3500.0
24606,VELM289A3Z74AG,3556195772842969,dki,Adhiarja Wahyudin,Female,1975,48,Adult,13,Ciledug - Tendean,BRT,0.0,4.98,6,0.841,Wednesday,True,Seskoal,-6.238064,106.77121,6,2023-04-19 17:54:27,Rawa Barat,-6.238947,106.81624,12,2023-04-19 18:44:54,3500.0
24607,AGVZ697C2C84XD,371134962154892,emoney,Rahmi Nurdiyanti,Female,2001,22,Young Adult,5C,PGC - Juanda,BRT,1.0,8.58,16,1.784,Wednesday,True,Pal Putih,-6.184631,106.84402,2,2023-04-19 17:32:49,BKN,-6.257751,106.87,18,2023-04-19 19:19:53,3500.0
24615,KCCD040X8Y19ZM,3592243227579699,dki,Ir. Murti Dabukke,Female,2007,16,Teenager,9,Pinang Ranti - Pluit,BRT,1.0,6.08,5,0.964,Wednesday,True,Slipi Petamburan Arah Utara,-6.20203,106.79989,10,2023-04-19 18:22:29,Pancoran Barat Arah Timur,-6.241571,106.83808,15,2023-04-19 19:20:18,3500.0
24618,OKCR437D1F53LY,30458243667825,bni,Ajiono Lazuardi,Female,1990,33,Adult,L13E,Puri Beta - Kuningan (Express),BRT,1.0,0.84,1,0.866,Wednesday,True,Patra Kuningan,-6.232677,106.832087,6,2023-04-19 19:03:15,Tendean,-6.240213,106.83102,7,2023-04-19 19:55:13,3500.0
24620,MEGR715J4X83QS,587942434511,flazz,"R.A. Elvina Andriani, S.Pt",Male,1995,28,Adult,9N,Pinang Ranti - Pramuka,BRT,1.0,4.1,2,1.966,Wednesday,True,BKN,-6.257751,106.87,0,2023-04-19 17:32:33,Pinang Ranti,-6.291075,106.88634,2,2023-04-19 19:30:32,3500.0
24623,MSID589W7E96ZR,213142527848165,emoney,"Dr. Mulya Pangestu, S.Farm",Female,1987,36,Adult,11M,Rusun Rawa Bebek - Bukit Duri,BRT,1.0,0.65,1,1.829,Wednesday,True,Kampung Sumur,-6.214412,106.91189,8,2023-04-19 20:41:59,Buaran,-6.215132,106.91768,9,2023-04-19 22:31:43,3500.0
24624,HYUP743G0Z96AX,180050809468835,emoney,Latika Maheswara,Male,1996,27,Adult,B21,Bekasi Timur - Cawang,BRT,0.0,1.15,7,1.324,Wednesday,True,Jln. Bakti,-6.249166,107.01577,1,2023-04-19 17:47:05,BTC,-6.258292,107.02069,8,2023-04-19 19:06:31,3500.0
24629,LPIW660A0R74ME,639083950241,flazz,H. Hadi Susanti,Female,1992,31,Adult,10B,Rusun Cipinang Besar Selatan - Penas Kalimalang,BRT,1.0,0.79,4,1.368,Wednesday,True,Penas Kalimalang 2,-6.239095,106.87826,0,2023-04-19 18:47:46,STMT Trisakti 1,-6.231933,106.87782,4,2023-04-19 20:09:49,3500.0
24631,FLAN728Y9H18UP,4398802942684,online,Wisnu Mardhiyah,Female,1983,40,Adult,12H,Rusun Penjaringan - Penjaringan,BRT,0.0,0.58,1,0.861,Wednesday,True,Rusun Penjaringan,-6.130702,106.79487,0,2023-04-19 20:38:14,Penjaringan,-6.126306,106.79203,1,2023-04-19 21:29:55,3500.0
24632,IZXR408V7D37QT,6011818608233762,dki,Johan Palastri,Female,2004,19,Young Adult,4,Pulo Gadung 2 - Tosari,BRT,1.0,3.42,6,1.205,Wednesday,True,Pramuka BPKP,-6.192192,106.87401,7,2023-04-19 18:20:19,TU Gas,-6.19241,106.90489,13,2023-04-19 19:32:36,3500.0
24633,FLYR876B7B75OA,4060341720248400161,brizzi,"Winda Winarno, S.Pd",Male,1946,77,Senior Adult,10K,Tanjung Priok - Senen via Taman BMW,BRT,1.0,2.66,18,1.84,Wednesday,True,Jln. Bungur Besar VI,-6.171611,106.84386,5,2023-04-19 18:22:07,Masjid Jami Al Badariah Kemayoran,-6.153055,106.85922,23,2023-04-19 20:12:31,3500.0
24634,BCIR467U1G60NK,373286421882964,emoney,Heru Astuti,Male,2011,12,Children,7F,Kampung Rambutan - Juanda via Pasar Baru,BRT,0.0,3.25,5,1.93,Wednesday,True,RS Islam,-6.168676,106.87027,11,2023-04-19 17:03:17,Senen,-6.178211,106.84251,16,2023-04-19 18:59:05,3500.0
24640,UBAE981K3G24FN,2299346377262087,dki,Karma Laksmiwati,Male,1969,54,Adult,12,Tanjung Priok - Pluit,BRT,1.0,2.27,4,1.612,Wednesday,True,Museum Fatahillah,-6.13393,106.81209,4,2023-04-19 18:31:21,Gunung Sahari Mangga Dua,-6.136817,106.83237,8,2023-04-19 20:08:05,3500.0
24644,VZJK178S6J27LA,30063543803011,bni,Ratna Nainggolan,Female,1982,41,Adult,6V,Ragunan - Gelora Bung Karno,BRT,0.0,7.36,10,1.907,Wednesday,True,Ragunan,-6.305769,106.81949,0,2023-04-19 19:11:42,Tendean,-6.240213,106.83102,10,2023-04-19 21:06:07,3500.0
24647,BFTM817R9T99AH,4214467493248935559,brizzi,Dt. Gambira Maryati,Male,1981,42,Adult,3H,Jelambar - Kota,BRT,1.0,1.13,1,1.641,Wednesday,True,RS Sumber Waras,-6.166294,106.79675,7,2023-04-19 20:56:39,Jelambar,-6.166548,106.78651,8,2023-04-19 22:35:06,3500.0
24648,IQHE431H8N07JW,3580438908059433,dki,Harjasa Pradipta,Female,2001,22,Young Adult,11P,Rusun Pondok Bambu - Walikota Jakarta Timur,BRT,0.0,1.66,3,0.974,Wednesday,False,Perumnas Klender 2,-6.216652,106.9308,18,2023-04-19 21:02:16,Walikota Jakarta Timur 1,-6.212327,106.94515,21,2023-04-19 22:00:42,3500.0
24649,YPTW837J0O74UU,565511286645,flazz,Sutan Nasim Saragih,Female,2012,11,Children,11K,Rusun Komarudin - Penggilingan,BRT,1.0,0.67,1,1.235,Wednesday,True,Penggilingan,-6.214132,106.93961,0,2023-04-19 19:21:43,Rusun Komarudin,-6.208781,106.94252,1,2023-04-19 20:35:50,3500.0
24650,LGMO075S4T65JH,501829329314,flazz,Talia Mandasari,Male,1969,54,Adult,6,Ragunan - Dukuh Atas 2,BRT,1.0,1.22,2,1.765,Wednesday,True,GOR Sumantri,-6.221618,106.832245,4,2023-04-19 17:44:00,Patra Kuningan,-6.232677,106.832087,6,2023-04-19 19:29:53,3500.0
24660,GFZX583O0W58KP,4544515842302442,dki,Rahmi Kusumo,Male,1974,49,Adult,5C,PGC - Juanda,BRT,0.0,6.65,9,1.107,Wednesday,False,Cawang Otista,-6.243607,106.86876,5,2023-04-19 21:04:50,Kramat Sentiong,-6.18798,106.84595,14,2023-04-19 22:11:14,3500.0
24663,GLDK447B0X17TR,6594038151360079,dki,Darijan Wijaya,Male,1998,25,Adult,2E,Rusun Rawa Bebek - Kodamar,BRT,0.0,1.82,3,1.294,Wednesday,True,Pulo Mas 2,-6.174677,106.892419,28,2023-04-19 17:33:05,Yos Sudarso Kodamar 2,-6.162096,106.881817,31,2023-04-19 18:50:45,3500.0
24666,VLNU919Q8Q14WF,4306567886746588452,brizzi,Timbul Suartini,Female,1996,27,Adult,S11,BSD - Jelambar,BRT,1.0,2.12,5,1.667,Wednesday,True,Batalyon Kavaleri 2,-6.252704,106.65081,13,2023-04-19 17:33:01,Melati Mas Residence 2,-6.271291,106.65563,18,2023-04-19 19:13:02,3500.0
24669,BVXU723R7J47PT,4667963556135841,dki,Maryadi Simanjuntak,Female,1992,31,Adult,M10,PGC 2 - Tanjung Priok,BRT,0.0,5.93,5,1.923,Wednesday,False,Cempaka Mas,-6.165888,106.8792,14,2023-04-19 21:37:17,Permai Koja Arah Utara,-6.11413,106.89309,19,2023-04-19 23:32:39,3500.0
24670,BSNA879W8J55LX,6541451803309614,dki,Harsaya Rahayu,Male,1998,25,Adult,2A,Pulo Gadung - Rawa Buaya via Balai Kota,BRT,0.0,0.47,1,1.832,Wednesday,True,Jembatan Baru,-6.154831,106.73038,23,2023-04-19 19:00:03,Rawa Buaya,-6.153908,106.72619,24,2023-04-19 20:49:59,3500.0
24677,EHWA084L2I49GQ,342543475347247,emoney,"T. Narji Usada, M.TI.",Male,1978,45,Adult,M10,PGC 2 - Tanjung Priok,BRT,0.0,1.14,1,1.94,Wednesday,True,Enggano,-6.11015,106.89242,20,2023-04-19 18:33:36,Tanjung Priok,-6.10959,106.88214,21,2023-04-19 20:30:01,3500.0
24679,DCNQ615B1O60WK,573942256138,flazz,Xanana Hartati,Male,1981,42,Adult,8,Lebak Bulus - Pasar Baru via Tomang,BRT,1.0,1.0,1,1.201,Wednesday,False,Duri Kepa,-6.185266,106.76842,11,2023-04-19 21:55:50,Kebon Jeruk,-6.194311,106.76887,12,2023-04-19 23:07:52,3500.0
24680,YIFX454L0J42JX,6011016864826912,dki,Novi Tamba,Male,1965,58,Adult,L13E,Puri Beta - Kuningan (Express),BRT,1.0,5.53,5,0.881,Wednesday,True,GOR Sumantri,-6.221618,106.832245,4,2023-04-19 19:06:35,Velbak,-6.239433,106.78552,9,2023-04-19 19:59:25,3500.0
24683,UFTT553T3I48GP,2720946153421739,dki,Kasiyah Lestari,Female,2007,16,Teenager,JIS3,Harmoni - Jakarta International Stadium,BRT,1.0,0.72,1,1.902,Wednesday,True,Kemayoran Landas Pacu Timur,-6.152181,106.85424,9,2023-04-19 20:01:11,Danau Agung,-6.146869,106.85805,10,2023-04-19 21:55:20,3500.0
24685,JHTQ568R2X77AQ,4224452028283146,dki,drg. Imam Adriansyah,Female,1982,41,Adult,11P,Rusun Pondok Bambu - Walikota Jakarta Timur,BRT,1.0,2.56,6,1.055,Wednesday,True,Kodim 0505 2,-6.212305,106.94717,2,2023-04-19 19:49:35,Flyover Radin Inten 1,-6.216112,106.92439,8,2023-04-19 20:52:52,3500.0
24694,WPDA948K6N34LJ,30596212770078,bni,Tgk. Gamani Nuraini,Male,1984,39,Adult,M13,Puri Beta 2 - Tendean,BRT,0.0,1.91,2,1.137,Wednesday,False,Mayestik,-6.241921,106.79077,8,2023-04-19 21:11:37,Tirtayasa,-6.239207,106.80777,10,2023-04-19 22:19:49,3500.0
24697,CJCI786W2K31HF,4192676882444533975,brizzi,"R. Legawa Yuliarti, S.Psi",Female,1996,27,Adult,9N,Pinang Ranti - Pramuka,BRT,1.0,0.58,1,1.53,Wednesday,False,Garuda Taman Mini,-6.290154,106.88116,1,2023-04-19 21:24:51,Pinang Ranti,-6.291075,106.88634,2,2023-04-19 22:56:39,3500.0
24702,KGIO639C3C00OD,575724437786,flazz,Upik Maheswara,Female,2009,14,Teenager,11N,Rusun Cipinang Muara - Jatinegara,BRT,0.0,1.88,6,1.209,Wednesday,True,Imigrasi Jaktim 1,-6.214787,106.88182,8,2023-04-19 18:48:29,SMPN 14,-6.214718,106.86485,14,2023-04-19 20:01:03,3500.0
24704,CSTB777N0O82ZR,30482544684347,bni,Aurora Rahayu,Female,2000,23,Young Adult,R1A,Pantai Maju - Kota,BRT,0.0,7.08,24,1.122,Wednesday,True,Fresh Market PIK,-6.1029,106.74123,5,2023-04-19 17:23:51,Polsek Penjaringan,-6.125179,106.80118,29,2023-04-19 18:31:10,3500.0
24705,WWJG712F5G13QU,571979859337,flazz,Queen Tarihoran,Male,1983,40,Adult,5,Matraman Baru - Ancol,BRT,0.0,2.13,2,0.995,Wednesday,True,Pal Putih,-6.184631,106.84402,7,2023-04-19 19:44:14,Budi Utomo,-6.166063,106.83906,9,2023-04-19 20:43:56,3500.0
24706,GNEZ152A5P47EY,4965463575651342140,brizzi,Mutia Marbun,Female,2006,17,Teenager,3B,Rusun Flamboyan - Cengkareng,BRT,1.0,0.83,3,1.503,Wednesday,False,Sbr. Ps. Cengkareng,-6.151851,106.72708,1,2023-04-19 21:44:34,Puskesmas Cengkareng,-6.144546,106.72866,4,2023-04-19 23:14:46,3500.0
24712,YBQH585J8X64LF,4228391009711723,dki,Nurul Hartati,Male,2008,15,Teenager,12F,Rusun Marunda - Rusun Waduk Pluit,BRT,1.0,17.32,9,1.726,Wednesday,True,Gg. Elektro,-6.114359,106.80286,1,2023-04-19 18:44:52,STIP,-6.104402,106.95904,10,2023-04-19 20:28:24,3500.0
24713,TIFK169I9R12VK,6539609181866141,dki,"R.A. Ani Mahendra, S.Gz",Female,1996,27,Adult,13C,Puri Beta - Dukuh Atas,BRT,1.0,1.18,2,0.847,Wednesday,True,Cipulir,-6.237818,106.76541,13,2023-04-19 17:38:22,JORR,-6.236104,106.75488,15,2023-04-19 18:29:10,3500.0
24717,ILYE227N0R59VF,6011627303030500,dki,drg. Azalea Pranowo,Female,2004,19,Young Adult,11K,Rusun Komarudin - Penggilingan,BRT,1.0,0.67,1,1.398,Wednesday,True,Penggilingan,-6.214132,106.93961,0,2023-04-19 19:15:45,Rusun Komarudin,-6.208781,106.94252,1,2023-04-19 20:39:39,3500.0
24718,NKCX919E8R98SX,30297544751882,bni,Halima Pangestu,Female,1993,30,Adult,2F,Rusun Cakung Barat - Pulo Gadung,BRT,0.0,1.96,4,1.964,Wednesday,True,Tipar Cakung,-6.183387,106.92463,2,2023-04-19 17:32:08,Rusun Cakung Barat Albo,-6.16751,106.93243,6,2023-04-19 19:29:57,3500.0
24723,TZRO051S8S80FS,4476550221067536122,brizzi,Dalima Hariyah,Male,1974,49,Adult,JIS3,Harmoni - Jakarta International Stadium,BRT,1.0,1.1,2,1.087,Wednesday,True,Simpang Danau Sunter Utara Barat,-6.139853,106.85663,11,2023-04-19 19:50:40,Jembatan Item,-6.130078,106.85492,13,2023-04-19 20:55:52,3500.0
24725,BXIR428U8F75HQ,4725775400524,online,Darmana Gunawan,Female,1993,30,Adult,11M,Rusun Rawa Bebek - Bukit Duri,BRT,0.0,1.43,2,0.962,Wednesday,False,Perumnas Klender,-6.216689,106.93054,3,2023-04-19 21:14:38,Buaran,-6.215132,106.91768,5,2023-04-19 22:12:21,3500.0
24731,YWNT664M2Z44YV,348056817539268,emoney,Ibrahim Padmasari,Female,2009,14,Teenager,2,Pulo Gadung - Monas,BRT,1.0,3.76,6,1.462,Wednesday,True,Kwitang,-6.181051,106.83866,3,2023-04-19 17:02:20,RS Islam,-6.168676,106.87027,9,2023-04-19 18:30:05,3500.0
24733,QMLF748A5R39NN,30146000910179,bni,Dina Pratiwi,Male,1988,35,Adult,S11,BSD - Jelambar,BRT,1.0,4.38,8,0.898,Wednesday,True,WTC Matahari 2,-6.266719,106.65469,17,2023-04-19 17:39:03,Polsek BSD,-6.296063,106.68131,25,2023-04-19 18:32:56,3500.0
24734,LUBH541F5Z90VK,4489337334208780658,brizzi,Irma Nababan,Male,2003,20,Young Adult,10D,Kampung Rambutan - Tanjung Priok,BRT,0.0,14.37,6,1.715,Wednesday,True,Pulo Mas Bypass,-6.176953,106.876,9,2023-04-19 18:05:41,Flyover Raya Bogor,-6.3065,106.8657,15,2023-04-19 19:48:35,3500.0
24737,SZZH185X9Q56IJ,3529812024069001,dki,Citra Lestari,Female,2010,13,Teenager,10H,Tanjung Priok - Blok M,BRT,0.0,7.3,8,1.555,Wednesday,True,Pecenongan,-6.16771,106.82819,6,2023-04-19 18:09:25,Bundaran Senayan,-6.227869,106.80094,14,2023-04-19 19:42:44,3500.0
24740,BXCX415X4H38EF,4951106743101541,dki,Dr. Ulva Mandala,Male,1973,50,Adult,4E,Rusun Jatinegara Kaum - Pulo Gadung,BRT,1.0,1.78,4,1.367,Wednesday,True,Ps. Pulo Gadung 1,-6.187336,106.90597,3,2023-04-19 18:30:08,Jatinegara Kaum Raya Bekasi,-6.203351,106.90407,7,2023-04-19 19:52:10,3500.0
24744,HVEY810Q2G18HC,3502084149637283,dki,R. Murti Uyainah,Female,2005,18,Young Adult,6B,Ragunan - MH Thamrin via Semanggi,BRT,1.0,3.67,5,1.088,Wednesday,True,Warung Jati,-6.262364,106.82977,9,2023-04-19 18:44:15,Departemen Pertanian,-6.294641,106.82213,14,2023-04-19 19:49:31,3500.0
24746,PWDA306F1L96TP,4792312628110344784,brizzi,drg. Okta Sitorus,Female,2007,16,Teenager,3C,Rusun Kapuk Muara - Penjaringan,BRT,1.0,3.38,1,1.923,Wednesday,True,Penjaringan,-6.126306,106.79203,0,2023-04-19 17:26:43,Rusun Kapuk Muara,-6.135667,106.76299,1,2023-04-19 19:22:06,3500.0
24752,VTIQ107R8A75VU,213169323959862,emoney,Najib Gunawan,Male,1975,48,Adult,S21,Ciputat - CSW,BRT,1.0,0.73,1,1.504,Wednesday,True,Pusdiklat Kemenag 2,-6.312209,106.75252,25,2023-04-19 17:44:01,Ps. Ciputat,-6.315627,106.74688,26,2023-04-19 19:14:17,3500.0
24762,MZBM056P0M21VS,5336700906288492,dki,Ibrahim Farida,Female,1975,48,Adult,7,Kampung Rambutan - Bidara Cina,BRT,1.0,0.94,1,0.864,Wednesday,False,Tanah Merdeka Arah Timur,-6.307866,106.87389,15,2023-04-19 21:16:59,Kampung Rambutan,-6.309885,106.88216,16,2023-04-19 22:08:50,3500.0
